博物馆名称,定级,省份,地址,联系方式,官网链接,来源链接,是否需要复核
广西民族博物馆,国家一级博物馆,广西,广西壮族自治区南宁市青秀区青环路11号,0771-2024322;0771-2024599,http://www.amgx.org,https://wlt.gxzf.gov.cn/gxwltzwdt/zzqj/t13009244.shtml;https://wlt.gxzf.gov.cn/ggfw/whcscx/t9852224.shtml,否
桂林博物馆,国家一级博物馆,广西,未明确,未明确,http://www.guilinmuseum.org.cn/,http://www.guilinmuseum.org.cn/,是
南宁市博物馆,国家一级博物馆,广西,南宁市良庆区龙堤路15号,0771-2842637;0771-5445226;0771-5445188;0771-5445189,https://www.nnmuseum.cn/,https://www.nnmuseum.cn/,否
柳州工业博物馆,国家一级博物馆,广西,广西壮族自治区柳州市鱼峰区柳东路220号,0772-3353293,https://www.lzlch.com.cn/,https://www.lzlch.com.cn/,否
海南省博物馆,国家一级博物馆,海南,中国海南省海口市琼山区国兴大道76号,0898-65238891;0898-65238880,https://www.hainanmuseum.org/,https://www.hainanmuseum.org/hnbwgcms/node/183;https://www.hainanmuseum.org/hnbwgcms/info/2212,否
中国（海南）南海博物馆,国家一级博物馆,海南,海南省琼海市潭门镇博物馆路,0898-62605666,https://www.nanhaimuseum.org/,https://www.nanhaimuseum.org/n1/2025/0328/c411895-40449004.html;https://www.nanhaimuseum.org/411892/,否
重庆中国三峡博物馆（重庆博物馆）,国家一级博物馆,重庆,重庆市渝中区人民路236号,023-63679066;023-63679067,https://www.3gmuseum.cn/,https://www.3gmuseum.cn/web/column/col5009278.html,否
重庆红岩革命历史博物馆,国家一级博物馆,重庆,重庆市渝中区红岩村52号,023-63303457;023-65312300,https://www.hongyanmuseum.cn/,https://www.hongyanmuseum.cn/web/column/col5002882.html;https://www.hongyanmuseum.cn/web/column/col5010440.html,是
重庆自然博物馆,国家一级博物馆,重庆,重庆市北碚区金华路398号,023-63521630,https://www.cmnh.org.cn/,https://www.cmnh.org.cn/,否
重庆三峡移民纪念馆,国家一级博物馆,重庆,重庆市万州区南滨路1469号,023-61018880;023-61018863,https://www.cqsxymjng.cn/,https://www.cqsxymjng.cn/canguanfuwu/;https://www.cqsxymjng.cn/,否
大足石刻博物馆,国家一级博物馆,重庆,未明确,未明确,https://www.dzshike.com/index.html,https://www.dzshike.com/index.html,是
聂荣臻元帅陈列馆,国家一级博物馆,重庆,重庆市江津区几江街道办事处鼎山大道386号,未明确,https://www.cq.gov.cn/zjcq/bywh/whss/bwg/202409/t20240912_13625768.html,https://www.cq.gov.cn/zjcq/bywh/whss/bwg/202409/t20240912_13625768.html,是
杨闇公杨尚昆旧居陈列馆,国家一级博物馆,重庆,重庆市潼南区梓潼街道办石碾社区杨闇公烈士陵园内,未明确,https://www.cq.gov.cn/zjcq/bywh/whss/bwg/202409/t20240912_13625767.html,https://www.cq.gov.cn/zjcq/bywh/whss/bwg/202409/t20240912_13625767.html,是
自贡恐龙博物馆,国家一级博物馆,四川,四川省自贡市大安区燊海井路4段268号,0813-2218611,https://www.ziggeopark.cn/article/332971373.html,https://www.ziggeopark.cn/article/332971373.html;https://www.ziggeopark.cn/article/629591284.html,否
广汉三星堆博物馆,国家一级博物馆,四川,未明确,未明确,https://www.sxd.cn/,https://www.guanghan.gov.cn/gk/jczwgkbzml/lybl/ggwhbw/ggbw/wbclml/1651206.htm,是
成都武侯祠博物馆,国家一级博物馆,四川,中国.成都市武侯祠大街231号,028-85535951;028-85559027;028-85550322;028-85552397;028-85533728,https://www.wuhouci.net.cn/,https://www.wuhouci.net.cn/,否
邓小平故居陈列馆,国家一级博物馆,四川,未明确,0826-2413858,https://dxpgl.cn/,https://www.dxpgl.cn/,是
成都杜甫草堂博物馆,国家一级博物馆,四川,成都市青羊区青华路37号,028-68921800;028-68921801,https://www.cddfct.com/,https://www.cddfct.com/,否
四川博物院,国家一级博物馆,四川,成都市青羊区浣花南路251号,15882099883,https://www.scmuseum.cn/,https://www.scmuseum.cn/sccms/node/240_29?lastcode=department_achievements&subnode=118&thirdnode=890,否
成都金沙遗址博物馆,国家一级博物馆,四川,成都市青羊区金沙遗址路2号,028-87303522,https://www.jinshasitemuseum.com/,https://www.jinshasitemuseum.com/,否
自贡市盐业历史博物馆,国家一级博物馆,四川,未明确,未明确,https://www.zgshm.cn/,https://www.zgshm.cn/,是
成都博物馆（成都中国皮影博物馆）,国家一级博物馆,四川,青羊区小河街1号（成都市天府广场西侧）,028-68277011,https://www.cdmuseum.com/,https://www.cdmuseum.com/zhinan/,否
四川省建川博物馆,国家一级博物馆,四川,四川省成都市大邑县安仁镇,028-88318000,https://www.jc-museum.cn/,https://www.jc-museum.cn/,否
5·12汶川特大地震纪念馆,国家一级博物馆,四川,四川省绵阳市北川县曲山镇,未明确,https://www.sc.gov.cn/10462/10464/10797/2013/5/10/10261700.shtml,https://www.sc.gov.cn/10462/10464/10797/2013/5/10/10261700.shtml,是
朱德同志故居纪念馆,国家一级博物馆,四川,未明确,未明确,https://wwj.sc.gov.cn/scwwj/gzbt/2023/5/26/e9247cce4dfe446f97f9795e45b9567f.shtml,https://wwj.sc.gov.cn/scwwj/gzbt/2023/5/26/e9247cce4dfe446f97f9795e45b9567f.shtml,是
四川大学博物馆,国家一级博物馆,四川,四川省成都市武侯区望江路19号,85400772;85412313;85412543,https://sum.scu.edu.cn/,https://sum.scu.edu.cn/gtlx.htm,否
泸州市博物馆,国家一级博物馆,四川,未明确,未明确,https://lzs.sczwfw.gov.cn/art/2024/5/17/art_16008_257232.html,https://lzs.sczwfw.gov.cn/art/2024/5/17/art_16008_257232.html,是
眉山三苏祠博物馆,国家一级博物馆,四川,眉山市东坡区纱縠行,028-35081994;028-38220186,https://www.sscbwg.cn/,https://www.sscbwg.cn/consult/;https://www.sscbwg.cn/,否
宜宾市博物院,国家一级博物馆,四川,未明确,未明确,https://www.ybbwy.com/Service/Visit,https://www.ybbwy.com/Service/Visit,是
遵义会议纪念馆,国家一级博物馆,贵州,贵州省遵义市红花岗区子尹路96号,未明确,https://www.gov.cn/test/2008-11/28/content_1162679.htm,https://www.gov.cn/test/2008-11/28/content_1162679.htm;https://www.yp.gov.cn/contents/2024/09/27/receive-b7074f5f-57bb-421f-84b0-a07670370219.html,是
贵州省博物馆,国家一级博物馆,贵州,贵阳市观山湖区林城东路107号,0851-84811809/84811830,https://www.gzmuseum.com/,https://www.gzmuseum.com/,否
贵州省民族博物馆,国家一级博物馆,贵州,未明确,未明确,https://www.gzsmzmuseum.cn/,https://www.gzsmzmuseum.cn/,是
四渡赤水纪念馆,国家一级博物馆,贵州,贵州省习水县土城镇四渡赤水纪念馆,0851-22661923,https://www.sdcs1935.com/,https://www.sdcs1935.com/,否
贵州省地质博物馆,国家一级博物馆,贵州,贵阳市观山湖区云潭南路601号,0851-82751178,https://zrzy.guizhou.gov.cn/wzgb/zwgk/zfxxgk/fdzdgknr/kgxx/zsjg/202201/t20220124_72394424.html,https://zrzy.guizhou.gov.cn/wzgb/zwgk/zfxxgk/fdzdgknr/kgxx/zsjg/202201/t20220124_72394424.html,否
云南省博物馆,国家一级博物馆,云南,未明确,未明确,https://www.ynmuseum.org/index.html,https://www.ynmuseum.org/index.html,是
云南民族博物馆,国家一级博物馆,云南,云南民族博物馆位于昆明市滇池路1503号,0871-64311385,https://www.ynnmuseum.com/,https://www.ynnmuseum.com/service.html,否
昆明市博物馆,国家一级博物馆,云南,昆明市拓东路93号,0871-63199304,https://www.kmmuseum.com/,https://www.kmmuseum.com/wap/info.asp?id=1060;https://www.kmmuseum.com/wap/info.asp?id=2305,否
澄江化石地世界自然遗产博物馆（云南省自然博物馆）,国家一级博物馆,云南,云南省玉溪市澄江市右所镇环湖北路寒武纪大道14号,0877-8894888,https://www.cjhsd.com.cn/index.shtml,https://www.cjhsd.com.cn/fw/cgzn,否
西藏博物馆,国家一级博物馆,西藏,未明确,未明确,https://www.tibetmuseum.com.cn/,https://www.tibetmuseum.com.cn/,是
陕西历史博物馆,国家一级博物馆,陕西,中国·陕西·西安市小寨东路91号,4000293806;029-85253806,https://www.sxhm.com/,https://www.sxhm.com/index.html,否
秦始皇帝陵博物院（秦始皇兵马俑博物馆）,国家一级博物馆,陕西,陕西省西安市临潼区秦陵北路,029-81399127;029-81399047;029-81399048;029-81399174,https://www.bmy.com.cn/,http://www.bmy.com.cn/index.html,否
延安革命纪念馆,国家一级博物馆,陕西,未明确,未明确,https://www.gov.cn/test/2008-11/28/content_1162679.htm,https://www.gov.cn/test/2008-11/28/content_1162679.htm,是
汉景帝阳陵博物院,国家一级博物馆,陕西,陕西省西安经济技术开发区泾河工业园机场路东段,029-62657530,https://www.hylae.com/,https://wwj.shaanxi.gov.cn/zfxxgk/fdzdgknr/zzjg/zsdw/202011/t20201110_2008475.html;https://wwj.shaanxi.gov.cn/bsfw/cjwt/202108/t20210826_2188421.html,否
西安碑林博物馆,国家一级博物馆,陕西,陕西省西安市碑林区三学街15号,029-87253331;029-87213868,http://www.beilin-museum.com/,https://www.beilin-museum.com/,否
西安半坡博物馆,国家一级博物馆,陕西,未明确,未明确,http://bpmuseum.com/,https://bpmuseum.com/uploadfile/2024/0711/20240711120814230.pdf,是
西安博物院,国家一级博物馆,陕西,西安市友谊西路72号,18066819253,https://www.xabwy.com/,https://www.xabwy.com/foot.html,否
宝鸡青铜器博物院,国家一级博物馆,陕西,陕西省宝鸡市滨河大道东段中华石鼓园内,0917-2769018;0917-2769016,https://www.bjqtm.com/,https://www.bjqtm.com/sy/%E5%8F%82%E8%A7%82%E9%A1%BB%E7%9F%A5,否
西安大唐西市博物馆,国家一级博物馆,陕西,西安市莲湖区劳动南路1号隋唐西市遗址区内,029-87663333转3338,http://www.dtxsmuseum.com/index.aspx,https://wwj.shaanxi.gov.cn/ztzl/ndzt/2016n/zgcyksxtbggbxk/kbwgjshmfkf/201110/t20111020_2144731.html,否
陕西自然博物馆,国家一级博物馆,陕西,陕西省西安市长安南路88号,029-85331289,https://www.sxnm.net/,https://group.sxnm.net/lists/29.html,否
陕甘边革命根据地照金纪念馆,国家一级博物馆,陕西,未明确,未明确,https://www.qinfeng.gov.cn/info/1062/141113.htm,https://www.qinfeng.gov.cn/info/1062/141113.htm,是
法门寺博物馆,国家一级博物馆,陕西,陕西省扶风县法门寺,0917-5254002;0917-5256955;0917-5254154,https://www.famensi.com/,https://www.famensi.com/about.asp,否
乾陵博物馆,国家一级博物馆,陕西,陕西省乾县唐永泰公主墓,(029)35510222；35510353(票务科),http://www.tangwenhua.com,https://wwj.shaanxi.gov.cn/ztzl/ndzt/2016n/zgcyksxtbggbxk/kbwgjshmfkf/201110/t20111010_2144131.html,否
咸阳博物院,国家一级博物馆,陕西,未明确,未明确,https://wwj.shaanxi.gov.cn/wbxx/kydww/bwgjngml/202011/t20201116_2033461.html,https://wwj.shaanxi.gov.cn/wbxx/kydww/bwgjngml/202011/t20201116_2033461.html,是
汉中市博物馆,国家一级博物馆,陕西,汉台区东大街26号,0916-8152188,https://wl.hanzhong.gov.cn/hzwlwz/wbzx/202108/2a49dfdad26a4243be448350e82fc1be.shtml,https://wl.hanzhong.gov.cn/hzwlwz/wbzx/202108/2a49dfdad26a4243be448350e82fc1be.shtml,否
甘肃省博物馆,国家一级博物馆,甘肃,未明确,0931-2339131;0931-2339133,http://www.gansumuseum.com/,https://www.gswbj.gov.cn/a/2020/05/07/4895.html,是
天水市博物馆（天水市伏羲文化博物馆）,国家一级博物馆,甘肃,天水市秦州区伏羲路110号,0938-8227304;0938-8227340,http://www.tssbwg.com.cn,https://www.tianshui.gov.cn/wlj/info/2722/285082.htm;https://www.tianshui.gov.cn/wlj/info/1812/177212.htm,否
敦煌研究院,国家一级博物馆,甘肃,未明确,0937-8807226,https://www.dha.ac.cn/,https://www.dha.ac.cn/index/lxwm.htm,是
平凉市博物馆,国家一级博物馆,甘肃,未明确,未明确,https://www.gswbj.gov.cn/a/2025/01/21/23971.html,https://www.gswbj.gov.cn/a/2025/01/21/23971.html,是
兰州市博物馆,国家一级博物馆,甘肃,城关区庆阳路240号,0931-8828555,https://govt.chinadaily.com.cn/s/202503/05/WS67c7c48d498eec7e1f730eac/lanzhou-museum.html,https://govt.chinadaily.com.cn/s/202503/05/WS67c7c48d498eec7e1f730eac/lanzhou-museum.html,否
甘肃简牍博物馆,国家一级博物馆,甘肃,兰州市七里河区马滩文化岛,未明确,https://www.jiandumuseum.com/homepage,https://www.gswbj.gov.cn/a/2024/02/18/19691.html,是
武威市博物馆,国家一级博物馆,甘肃,凉州区宣武街姑臧路25号,0935-2228884,https://www.gswbj.gov.cn/a/2024/11/22/23309.html,https://www.gswbj.gov.cn/a/2024/11/22/23309.html,否
中国工农红军西路军纪念馆,国家一级博物馆,甘肃,甘肃省高台县城关镇东环路178号,未明确,https://www.zhangye.gov.cn/tyjrswj/ztzl/jnss/202306/t20230602_1056310.html,https://www.zhangye.gov.cn/tyjrswj/ztzl/jnss/202306/t20230602_1056310.html,是
临夏回族自治州博物馆,国家一级博物馆,甘肃,未明确,未明确,https://www.linxia.gov.cn/lxz/ywdt/bmdt/art/2025/art_54c3cddf8f4d4173812e01eb3c89e681.html,https://www.linxia.gov.cn/lxz/ywdt/bmdt/art/2025/art_54c3cddf8f4d4173812e01eb3c89e681.html,是
和政古动物化石博物馆,国家一级博物馆,甘肃,和政县城关镇梁家庄,未明确,https://www.linxia.gov.cn/lxz/lxly/lxwh/sqwh/art/2022/art_4829ccd3cfa6499d819f41016c7eeb56.html,https://www.linxia.gov.cn/lxz/lxly/lxwh/sqwh/art/2022/art_4829ccd3cfa6499d819f41016c7eeb56.html,是
青海省博物馆,国家一级博物馆,青海,青海省西宁市西关大街58号,0971-6118691,http://www.qhmuseum.cn/,https://www.qinghai.gov.cn/msfw/system/2013/06/03/010050266.shtml,否
青海藏医药文化博物馆,国家一级博物馆,青海,青海西宁市生物园区经二路36号,0971-5317881,https://www.qinghai.gov.cn/msfw/system/2015/11/25/010189857.shtml,https://www.qinghai.gov.cn/msfw/system/2015/11/25/010189857.shtml,否
固原博物馆,国家一级博物馆,宁夏,宁夏固原市原州区西城街与政府西路交汇处西北,0954-2032653,https://whhlyt.nx.gov.cn/jqjd/gys_66590/gybwg/,https://whhlyt.nx.gov.cn/jqjd/gys_66590/gybwg/,否
宁夏回族自治区博物馆,国家一级博物馆,宁夏,银川市金凤区人民广场东街6号,0951-5085073,http://www.nxbwg.com/,https://whhlyt.nx.gov.cn/zzjg/zsdw/201903/t20190306_3641787.html,否
西夏博物馆,国家一级博物馆,宁夏,未明确,未明确,https://whhlyt.nx.gov.cn/jqjd/ycs_66553/xxl/,https://whhlyt.nx.gov.cn/jqjd/ycs_66553/xxl/,是
新疆维吾尔自治区博物馆,国家一级博物馆,新疆,新疆乌鲁木齐市沙依巴克区西北路581号,0991-4533451,http://www.xjmuseum.com.cn,https://wlt.xinjiang.gov.cn/wlt/jgzn/202412/5dde59aa445a4fc0937af923da432b5b.shtml,否
吐鲁番市文博院,国家一级博物馆,新疆,未明确,未明确,https://www.tlf.gov.cn/tlfs/c106221/202502/47388a8b9d55465f8ae5a571fbb429b3.shtml,https://www.tlf.gov.cn/tlfs/c106221/202502/47388a8b9d55465f8ae5a571fbb429b3.shtml,是
哈密市博物馆,国家一级博物馆,新疆,哈密市伊州区环城路72号,0902-2385027,https://www.hami.gov.cn/hami/xhtml/mlhm/mlhm_hmswby.html,https://www.hami.gov.cn/hami/xhtml/mlhm/mlhm_hmswby.html,否
